Project_No,Simple Actors,Average Actors,Complex Actors,UAW,Simple UC,Average UC,Complex UC,UUCW,TCF,ECF,Real_P20,Real_Effort_Person_Hours,Language,Methodology,ApplicationType
4018,0.0,0,0,14,0,0,0,471,1.0,1.0,358.3,11198,C,Waterfall,Real-Time application
4019,0.0,0,0,9,0,0,0,324,1.0,1.0,376.6,7688,Visual Basic,Rapid Application Development,Business Application
4020,0.0,0,0,10,0,0,0,314,1.0,1.0,293.8,7481,C,Rapid Application Development,Infrastructure Software
4021,0.0,0,0,17,0,0,0,405,1.0,1.0,294.1,9743,SQL,Incremental,Real-Time Application
4022,0.0,0,0,11,0,0,0,527,1.0,1.0,312.0,12422,SQL,Incremental,Real-Time application
4023,0.0,0,0,12,0,0,0,368,1.0,1.0,298.55,8774,ASP,Multifunctional Teams,Business Application
4024,0.0,0,0,3,0,0,0,359,1.0,1.0,355.95,8358,DELPHI,Incremental,Mathematically-Intensive Application
4025,0.0,0,0,13,0,0,0,251,1.0,1.0,398.5,6095,Visual Basic,Waterfall,Business Application
4026,0.0,0,0,16,0,0,0,373,1.0,1.0,336.25,8981,C++,Personal Software Process (PSP),Real-Time application
4027,0.0,0,0,3,0,0,0,363,1.0,1.0,351.4,8450,C#,Multifunctional Teams,Real-Time Application
4028,0.0,0,0,18,0,0,0,581,1.0,1.0,297.2,13830,DELPHI,Waterfall,Mathematically-Intensive Application
4029,0.0,0,0,10,0,0,0,309,1.0,1.0,296.35,7365,PowerBuilder,Multifunctional Teams,Mathematically-Intensive Application
4030,0.0,0,0,12,0,0,0,319,1.0,1.0,316.85,7642,SQL,Waterfall,Mathematically-Intensive Application
4031,0.0,0,0,6,0,0,0,490,1.0,1.0,299.25,11452,ASP,Multifunctional Teams,Real-Time Application
4032,0.0,0,0,20,0,0,0,381,1.0,1.0,308.65,9258,.Net,Rapid Application Development (RAD),Real-Time application
4033,0.0,0,0,4,0,0,0,498,1.0,1.0,347.1,11590,C++,Unified Process and its variants,Real-Time application
4034,0.0,0,0,19,0,0,0,461,1.0,1.0,289.1,11082,Java,Unified Process and its variants,Real-Time Application
4035,0.0,0,0,2,0,0,0,511,1.0,1.0,299.65,11844,C,Rapid Application Development,Business Application
4036,0.0,0,0,17,0,0,0,156,1.0,1.0,371.35,3994,C++,Rapid Application Development (RAD),Infrastructure Software
4037,0.0,0,0,10,0,0,0,433,1.0,1.0,301.2,10228,Oracle,Unified Process and its variants,Mathematically-Intensive Application
4038,0.0,0,0,13,0,0,0,433,1.0,1.0,296.35,10297,PowerBuilder,Rapid Application Development,Business Application
4039,0.0,0,0,16,0,0,0,435,1.0,1.0,320.6,10413,C++,Personal Software Process (PSP),Infrastructure Software
4040,0.0,0,0,4,0,0,0,315,1.0,1.0,355.55,7365,C#,Rapid Application Development (RAD),Infrastructure Software
4041,0.0,0,0,7,0,0,0,384,1.0,1.0,398.5,9028,C,Rapid Application Development (RAD),Business Application
4042,0.0,0,0,16,0,0,0,224,1.0,1.0,289.1,5541,ASP,Multifunctional Teams,Mathematically-Intensive Application
4043,0.0,0,0,13,0,0,0,337,1.0,1.0,316.85,8081,CSP,Rapid Application Development (RAD),Business Application
4044,0.0,0,0,18,0,0,0,229,1.0,1.0,318.0,5703,Oracle,Multifunctional Teams,Mathematically-Intensive Application
4045,0.0,0,0,17,0,0,0,300,1.0,1.0,289.55,7319,Java,Unified Process and its variants,Mathematically-Intensive Application
4046,0.0,0,0,5,0,0,0,203,1.0,1.0,294.1,4802,SQL,Personal Software Process (PSP),Real-Time Application
4047,0.0,0,0,4,0,0,0,464,1.0,1.0,371.35,10805,ASP,Waterfall,Mathematically-Intensive Application
4048,0.0,0,0,17,0,0,0,350,1.0,1.0,368.25,8473,SQL,Personal Software Process (PSP),Infrastructure Software
4049,0.0,0,0,12,0,0,0,518,1.0,1.0,336.25,12237,XML,Unified Process and its variants,Infrastructure Software
4050,0.0,0,0,10,0,0,0,522,1.0,1.0,296.35,12283,Java,Waterfall,Real-Time Application
4051,0.0,0,0,12,0,0,0,511,1.0,1.0,297.0,12075,C,Rapid Application Development (RAD),Mathematically-Intensive Application
4052,0.0,0,0,10,0,0,0,460,1.0,1.0,303.1,10852,C++,Unified Process and its variants,Real-Time application
4053,0.0,0,0,6,0,0,0,400,1.0,1.0,372.55,9374,PowerBuilder,Waterfall,Infrastructure Software
4054,0.0,0,0,6,0,0,0,266,1.0,1.0,312.0,6280,XML,Unified Process and its variants,Business Application
4055,0.0,0,0,8,0,0,0,463,1.0,1.0,294.1,10875,Oracle,Unified Process and its variants,Real-Time application
4056,0.0,0,0,7,0,0,0,306,1.0,1.0,372.45,7227,C++,Multifunctional Teams,Infrastructure Software
4057,0.0,0,0,8,0,0,0,345,1.0,1.0,301.75,8150,Visual Basic,Waterfall,Infrastructure Software
4058,0.0,0,0,14,0,0,0,397,1.0,1.0,293.15,9489,SQL,Unified Process and its variants,Infrastructure Software
4059,0.0,0,0,15,0,0,0,342,1.0,1.0,301.2,8243,C,Rapid Application Development,Infrastructure Software
4060,0.0,0,0,16,0,0,0,392,1.0,1.0,367.5,9420,DELPHI,Waterfall,Real-Time Application
4061,0.0,0,0,6,0,0,0,404,1.0,1.0,293.8,9466,C,Unified Process and its variants,Business Application
4062,0.0,0,0,14,0,0,0,294,1.0,1.0,301.15,7111,CSP,Incremental,Mathematically-Intensive Application
4063,0.0,0,0,9,0,0,0,244,1.0,1.0,398.5,5841,C++,Waterfall,Real-Time application
4064,0.0,0,0,5,0,0,0,486,1.0,1.0,298.1,11336,XML,Unified Process and its variants,Real-Time application
4065,0.0,0,0,17,0,0,0,359,1.0,1.0,289.55,8681,PowerBuilder,Personal Software Process (PSP),Real-Time application
4066,0.0,0,0,7,0,0,0,579,1.0,1.0,294.1,13530,PowerBuilder,Rapid Application Development (RAD),Business Application
4067,0.0,0,0,16,0,0,0,360,1.0,1.0,301.15,8681,C#,Incremental,Business Application
4068,0.0,0,0,2,0,0,0,492,1.0,1.0,398.1,11406,PowerBuilder,Incremental,Real-Time Application
4069,0.0,0,0,15,0,0,0,364,1.0,1.0,299.25,8751,Oracle,Unified Process and its variants,Real-Time application
4070,0.0,0,0,9,0,0,0,507,1.0,1.0,293.8,11914,SQL,Multifunctional Teams,Real-Time Application
4071,0.0,0,0,2,0,0,0,349,1.0,1.0,352.0,8104,C,Unified Process and its variants,Mathematically-Intensive Application
4072,0.0,0,0,11,0,0,0,311,1.0,1.0,382.15,7434,Oracle,Multifunctional Teams,Real-Time Application
4073,0.0,0,0,11,0,0,0,410,1.0,1.0,294.25,9720,DELPHI,Rapid Application Development,Infrastructure Software
4074,0.0,0,0,13,0,0,0,468,1.0,1.0,299.65,11106,Oracle,Unified Process and its variants,Mathematically-Intensive Application
4075,0.0,0,0,9,0,0,0,449,1.0,1.0,376.6,10575,SQL,Unified Process and its variants,Mathematically-Intensive Application
4076,0.0,0,0,15,0,0,0,456,1.0,1.0,288.75,10875,Oracle,Personal Software Process (PSP),Infrastructure Software
4077,0.0,0,0,16,0,0,0,417,1.0,1.0,347.1,9997,.Net,Rapid Application Development,Business Application
4078,0.0,0,0,8,0,0,0,512,1.0,1.0,289.1,12006,C++,Waterfall,Real-Time Application
4079,0.0,0,0,8,0,0,0,452,1.0,1.0,318.0,10621,C++,Personal Software Process (PSP),Real-Time Application
4080,0.0,0,0,8,0,0,0,368,1.0,1.0,298.1,8681,ASP,Rapid Application Development,Real-Time Application
4081,0.0,0,0,21,0,0,0,407,1.0,1.0,355.55,9882,SQL,Unified Process and its variants,Real-Time application
4082,0.0,0,0,10,0,0,0,501,1.0,1.0,297.2,11798,C++,Rapid Application Development (RAD),Real-Time application
4083,0.0,0,0,4,0,0,0,183,1.0,1.0,358.3,4318,.Net,Rapid Application Development,Mathematically-Intensive Application
4084,0.0,0,0,11,0,0,0,463,1.0,1.0,293.15,10944,XML,Rapid Application Development,Mathematically-Intensive Application
4085,0.0,0,0,13,0,0,0,406,1.0,1.0,334.5,9674,Java,Unified Process and its variants,Real-Time Application
4086,0.0,0,0,12,0,0,0,316,1.0,1.0,298.55,7573,Visual Basic,Unified Process and its variants,Mathematically-Intensive Application
4087,0.0,0,0,7,0,0,0,313,1.0,1.0,301.2,7388,Java,Rapid Application Development (RAD),Business Application
4088,0.0,0,0,10,0,0,0,430,1.0,1.0,372.55,10159,PowerBuilder,Incremental,Real-Time Application
4089,0.0,0,0,13,0,0,0,294,1.0,1.0,320.0,7088,Visual Basic,Incremental,Real-Time application
4090,0.0,0,0,6,0,0,0,206,1.0,1.0,330.0,4895,SQL,Multifunctional Teams,Real-Time application
4091,0.0,0,0,5,0,0,0,465,1.0,1.0,340.1,10852,Oracle,Waterfall,Infrastructure Software
4092,0.0,0,0,15,0,0,0,469,1.0,1.0,302.55,11175,DELPHI,Rapid Application Development,Mathematically-Intensive Application
4093,0.0,0,0,10,0,0,0,434,1.0,1.0,312.0,10251,C++,Rapid Application Development (RAD),Real-Time application
4094,0.0,0,0,12,0,0,0,431,1.0,1.0,355.55,10228,Java,Multifunctional Teams,Real-Time application
4095,0.0,0,0,11,0,0,0,416,1.0,1.0,320.0,9859,CSP,Rapid Application Development,Real-Time application
4096,0.0,0,0,15,0,0,0,374,1.0,1.0,340.7,8981,XML,Waterfall,Business Application
4097,0.0,0,0,19,0,0,0,512,1.0,1.0,299.25,12260,Java,Personal Software Process (PSP),Business Application
4098,0.0,0,0,0,0,0,0,314,1.0,1.0,376.6,7250,Java,Unified Process and its variants,Real-Time application
4099,0.0,0,0,0,0,0,0,347,1.0,1.0,396.75,8012,PowerBuilder,Waterfall,Real-Time Application
4100,0.0,0,0,1,0,0,0,332,1.0,1.0,398.5,7688,PowerBuilder,Incremental,Business Application
4101,0.0,0,0,8,0,0,0,337,1.0,1.0,372.55,7966,Java,Rapid Application Development (RAD),Business Application
4102,0.0,0,0,0,0,0,0,335,1.0,1.0,294.0,7735,C#,Rapid Application Development,Real-Time Application
4103,0.0,0,0,15,0,0,0,361,1.0,1.0,293.8,8681,C,Waterfall,Infrastructure Software
4104,0.0,0,0,9,0,0,0,393,1.0,1.0,293.15,9282,C,Personal Software Process (PSP),Mathematically-Intensive Application
4105,0.0,0,0,13,0,0,0,311,1.0,1.0,320.8,7481,PowerBuilder,Rapid Application Development,Real-Time application
4106,0.0,0,0,6,0,0,0,376,1.0,1.0,301.15,8820,XML,Rapid Application Development,Real-Time application
4107,0.0,0,0,12,0,0,0,391,1.0,1.0,308.0,9305,C,Rapid Application Development,Real-Time Application
4108,0.0,0,0,8,0,0,0,352,1.0,1.0,311.6,8312,C,Unified Process and its variants,Real-Time Application
4109,0.0,0,0,13,0,0,0,368,1.0,1.0,311.6,8797,PowerBuilder,Personal Software Process (PSP),Mathematically-Intensive Application
4110,0.0,0,0,12,0,0,0,365,1.0,1.0,292.8,8704,SQL,Waterfall,Real-Time Application
4111,0.0,0,0,16,0,0,0,325,1.0,1.0,288.9,7873,XML,Multifunctional Teams,Real-Time Application
4112,0.0,0,0,13,0,0,0,444,1.0,1.0,296.35,10551,XML,Personal Software Process (PSP),Mathematically-Intensive Application
4113,0.0,0,0,9,0,0,0,331,1.0,1.0,302.4,7850,SQL,Unified Process and its variants,Mathematically-Intensive Application
4114,0.0,0,0,8,0,0,0,369,1.0,1.0,305.85,8704,XML,Personal Software Process (PSP),Infrastructure Software
4115,0.0,0,0,7,0,0,0,504,1.0,1.0,294.1,11798,CSP,Multifunctional Teams,Mathematically-Intensive Application
4116,0.0,0,0,14,0,0,0,383,1.0,1.0,362.25,9166,.Net,Waterfall,Business Application
4117,0.0,0,0,14,0,0,0,336,1.0,1.0,362.6,8081,C++,Rapid Application Development (RAD),Mathematically-Intensive Application
4118,0.0,0,0,6,0,0,0,380,1.0,1.0,396.75,8912,SQL,Personal Software Process (PSP),Mathematically-Intensive Application
4119,0.0,0,0,12,0,0,0,331,1.0,1.0,294.1,7919,Oracle,Waterfall,Infrastructure Software
4120,0.0,0,0,14,0,0,0,441,1.0,1.0,305.85,10505,DELPHI,Incremental,Mathematically-Intensive Application
4121,0.0,0,0,13,0,0,0,225,1.0,1.0,288.9,5495,C++,Rapid Application Development (RAD),Business Application
4122,0.0,0,0,5,0,0,0,333,1.0,1.0,376.6,7804,Visual Basic,Multifunctional Teams,Real-Time application
4123,0.0,0,0,14,0,0,0,447,1.0,1.0,340.7,10644,SQL,Rapid Application Development,Real-Time application
4124,0.0,0,0,16,0,0,0,470,1.0,1.0,355.95,11221,Java,Incremental,Real-Time application
4125,0.0,0,0,4,0,0,0,320,1.0,1.0,294.0,7481,C#,Waterfall,Infrastructure Software
4126,0.0,0,0,15,0,0,0,333,1.0,1.0,299.65,8035,DELPHI,Incremental,Real-Time application
4127,0.0,0,0,13,0,0,0,344,1.0,1.0,294.25,8243,Oracle,Unified Process and its variants,Mathematically-Intensive Application
4128,0.0,0,0,11,0,0,0,380,1.0,1.0,370.3,9028,Oracle,Rapid Application Development,Infrastructure Software
4129,0.0,0,0,15,0,0,0,229,1.0,1.0,299.25,5634,CSP,Rapid Application Development (RAD),Real-Time application
4130,0.0,0,0,9,0,0,0,350,1.0,1.0,294.25,8289,SQL,Rapid Application Development (RAD),Business Application
4131,0.0,0,0,5,0,0,0,337,1.0,1.0,294.0,7896,CSP,Rapid Application Development (RAD),Mathematically-Intensive Application
4132,0.0,0,0,14,0,0,0,391,1.0,1.0,387.9,9351,Java,Rapid Application Development (RAD),Business Application
4133,0.0,0,0,6,0,0,0,267,1.0,1.0,301.75,6303,XML,Waterfall,Real-Time Application
4134,0.0,0,0,11,0,0,0,530,1.0,1.0,301.2,12491,C#,Rapid Application Development,Real-Time application
4135,0.0,0,0,7,0,0,0,712,1.0,1.0,321.65,16601,Visual Basic,Unified Process and its variants,Business Application
4136,0.0,0,0,12,0,0,0,418,1.0,1.0,365.15,9928,Oracle,Personal Software Process (PSP),Business Application
4137,0.0,0,0,20,0,0,0,451,1.0,1.0,294.0,10875,CSP,Rapid Application Development,Business Application
4138,0.0,0,0,2,0,0,0,307,1.0,1.0,289.1,7134,Java,Waterfall,Mathematically-Intensive Application
4139,0.0,0,0,3,0,0,0,503,1.0,1.0,387.9,11683,Oracle,Multifunctional Teams,Business Application
4140,0.0,0,0,11,0,0,0,304,1.0,1.0,355.55,7273,.Net,Multifunctional Teams,Business Application
4141,0.0,0,0,19,0,0,0,311,1.0,1.0,298.55,7619,XML,Incremental,Real-Time Application
4142,0.0,0,0,19,0,0,0,551,1.0,1.0,288.9,13160,PowerBuilder,Rapid Application Development,Infrastructure Software
4143,0.0,0,0,18,0,0,0,497,1.0,1.0,299.65,11891,C,Rapid Application Development,Real-Time application
4144,0.0,0,0,9,0,0,0,393,1.0,1.0,289.1,9282,Oracle,Personal Software Process (PSP),Infrastructure Software
4145,0.0,0,0,10,0,0,0,255,1.0,1.0,372.55,6118,C,Personal Software Process (PSP),Real-Time application
4146,0.0,0,0,5,0,0,0,279,1.0,1.0,368.25,6557,SQL,Rapid Application Development,Mathematically-Intensive Application
4147,0.0,0,0,10,0,0,0,302,1.0,1.0,371.35,7204,SQL,Unified Process and its variants,Infrastructure Software
4148,0.0,0,0,10,0,0,0,359,1.0,1.0,362.6,8520,ASP,Unified Process and its variants,Mathematically-Intensive Application
4149,0.0,0,0,10,0,0,0,307,1.0,1.0,334.5,7319,Oracle,Waterfall,Real-Time Application
4150,0.0,0,0,11,0,0,0,375,1.0,1.0,302.4,8912,Java,Waterfall,Real-Time Application
4151,0.0,0,0,8,0,0,0,419,1.0,1.0,320.8,9859,CSP,Incremental,Real-Time application
4152,0.0,0,0,12,0,0,0,382,1.0,1.0,298.1,9097,Visual Basic,Waterfall,Infrastructure Software
4153,0.0,0,0,5,0,0,0,534,1.0,1.0,320.0,12445,C++,Incremental,Real-Time Application
4154,0.0,0,0,1,0,0,0,419,1.0,1.0,338.05,9697,ASP,Unified Process and its variants,Business Application
4155,0.0,0,0,14,0,0,0,407,1.0,1.0,294.1,9720,C,Multifunctional Teams,Real-Time application
4156,0.0,0,0,9,0,0,0,444,1.0,1.0,297.2,10459,C,Unified Process and its variants,Real-Time application
4157,0.0,0,0,21,0,0,0,373,1.0,1.0,352.0,9097,Java,Incremental,Infrastructure Software
4158,0.0,0,0,15,0,0,0,237,1.0,1.0,320.6,5818,C++,Rapid Application Development (RAD),Infrastructure Software
4159,0.0,0,0,14,0,0,0,426,1.0,1.0,302.55,10159,C++,Rapid Application Development,Business Application
4160,0.0,0,0,19,0,0,0,287,1.0,1.0,303.1,7065,Visual Basic,Waterfall,Real-Time Application
4161,0.0,0,0,9,0,0,0,503,1.0,1.0,323.7,11821,ASP,Waterfall,Real-Time Application
4162,0.0,0,0,19,0,0,0,502,1.0,1.0,387.9,12029,DELPHI,Multifunctional Teams,Infrastructure Software
4163,0.0,0,0,15,0,0,0,357,1.0,1.0,371.35,8589,C++,Unified Process and its variants,Real-Time application
4164,0.0,0,0,12,0,0,0,295,1.0,1.0,301.75,7088,C++,Waterfall,Mathematically-Intensive Application
4165,0.0,0,0,15,0,0,0,407,1.0,1.0,382.15,9743,DELPHI,Rapid Application Development (RAD),Business Application
4166,0.0,0,0,10,0,0,0,386,1.0,1.0,294.0,9143,ASP,Unified Process and its variants,Mathematically-Intensive Application
4167,0.0,0,0,5,0,0,0,549,1.0,1.0,311.6,12791,ASP,Rapid Application Development,Mathematically-Intensive Application
4168,0.0,0,0,14,0,0,0,458,1.0,1.0,334.5,10898,Java,Waterfall,Infrastructure Software
4169,0.0,0,0,9,0,0,0,329,1.0,1.0,292.8,7804,XML,Rapid Application Development,Infrastructure Software
4170,0.0,0,0,4,0,0,0,491,1.0,1.0,290.0,11429,DELPHI,Rapid Application Development (RAD),Mathematically-Intensive Application
4171,0.0,0,0,17,0,0,0,334,1.0,1.0,299.25,8104,ASP,Personal Software Process (PSP),Infrastructure Software
4172,0.0,0,0,13,0,0,0,425,1.0,1.0,301.2,10113,Oracle,Incremental,Infrastructure Software
4173,0.0,0,0,3,0,0,0,464,1.0,1.0,298.1,10782,Visual Basic,Rapid Application Development,Infrastructure Software
4174,0.0,0,0,4,0,0,0,322,1.0,1.0,297.0,7527,C#,Personal Software Process (PSP),Mathematically-Intensive Application
4175,0.0,0,0,17,0,0,0,403,1.0,1.0,294.0,9697,SQL,Multifunctional Teams,Mathematically-Intensive Application
4176,0.0,0,0,8,0,0,0,341,1.0,1.0,340.1,8058,SQL,Rapid Application Development,Real-Time application
4177,0.0,0,0,2,0,0,0,354,1.0,1.0,362.6,8219,XML,Personal Software Process (PSP),Mathematically-Intensive Application
4178,0.0,0,0,11,0,0,0,356,1.0,1.0,288.9,8473,SQL,Multifunctional Teams,Real-Time application
4179,0.0,0,0,8,0,0,0,430,1.0,1.0,302.4,10113,ASP,Personal Software Process (PSP),Infrastructure Software
4180,0.0,0,0,5,0,0,0,329,1.0,1.0,338.2,7712,C,Waterfall,Business Application
4181,0.0,0,0,13,0,0,0,428,1.0,1.0,372.45,10182,SQL,Multifunctional Teams,Infrastructure Software
4182,0.0,0,0,13,0,0,0,409,1.0,1.0,320.8,9743,.Net,Waterfall,Real-Time Application
4183,0.0,0,0,8,0,0,0,528,1.0,1.0,367.5,12375,CSP,Waterfall,Infrastructure Software
4184,0.0,0,0,14,0,0,0,191,1.0,1.0,308.65,4733,C,Waterfall,Infrastructure Software
4185,0.0,0,0,17,0,0,0,371,1.0,1.0,293.25,8958,C,Multifunctional Teams,Mathematically-Intensive Application
4186,0.0,0,0,11,0,0,0,448,1.0,1.0,368.25,10598,DELPHI,Multifunctional Teams,Mathematically-Intensive Application
4187,0.0,0,0,10,0,0,0,425,1.0,1.0,299.25,10043,XML,Waterfall,Real-Time application
4188,0.0,0,0,16,0,0,0,492,1.0,1.0,294.25,11729,Oracle,Incremental,Infrastructure Software
4189,0.0,0,0,4,0,0,0,500,1.0,1.0,303.1,11637,.Net,Waterfall,Real-Time Application
4190,0.0,0,0,7,0,0,0,468,1.0,1.0,338.2,10967,DELPHI,Multifunctional Teams,Real-Time application
4191,0.0,0,0,16,0,0,0,158,1.0,1.0,365.15,4017,ASP,Waterfall,Business Application
4192,0.0,0,0,7,0,0,0,421,1.0,1.0,323.7,9882,Java,Rapid Application Development (RAD),Real-Time application
4193,0.0,0,0,1,0,0,0,387,1.0,1.0,362.25,8958,DELPHI,Rapid Application Development,Mathematically-Intensive Application
4194,0.0,0,0,11,0,0,0,490,1.0,1.0,298.1,11567,PowerBuilder,Rapid Application Development (RAD),Real-Time application
4195,0.0,0,0,16,0,0,0,379,1.0,1.0,355.55,9120,.Net,Unified Process and its variants,Infrastructure Software
4196,0.0,0,0,13,0,0,0,324,1.0,1.0,303.1,7781,C++,Unified Process and its variants,Real-Time application
4197,0.0,0,0,5,0,0,0,500,1.0,1.0,311.6,11660,.Net,Multifunctional Teams,Business Application
4198,0.0,0,0,11,0,0,0,213,1.0,1.0,320.0,5172,PowerBuilder,Multifunctional Teams,Business Application
4199,0.0,0,0,8,0,0,0,295,1.0,1.0,339.35,6996,DELPHI,Multifunctional Teams,Real-Time Application
4200,0.0,0,0,16,0,0,0,303,1.0,1.0,293.65,7365,ASP,Incremental,Real-Time application
4201,0.0,0,0,11,0,0,0,316,1.0,1.0,372.55,7550,CSP,Multifunctional Teams,Business Application
4202,0.0,0,0,14,0,0,0,306,1.0,1.0,371.35,7388,SQL,Personal Software Process (PSP),Infrastructure Software
4203,0.0,0,0,8,0,0,0,584,1.0,1.0,294.1,13668,DELPHI,Multifunctional Teams,Real-Time Application
4204,0.0,0,0,7,0,0,0,517,1.0,1.0,362.6,12098,C,Incremental,Real-Time Application
4205,0.0,0,0,9,0,0,0,196,1.0,1.0,320.6,4733,C++,Personal Software Process (PSP),Mathematically-Intensive Application
4206,0.0,0,0,15,0,0,0,321,1.0,1.0,330.0,7758,.Net,Rapid Application Development,Real-Time Application
4207,0.0,0,0,19,0,0,0,330,1.0,1.0,311.6,8058,.Net,Rapid Application Development (RAD),Real-Time application
4208,0.0,0,0,9,0,0,0,371,1.0,1.0,376.6,8774,ASP,Multifunctional Teams,Real-Time application
4209,0.0,0,0,13,0,0,0,464,1.0,1.0,297.2,11013,C#,Personal Software Process (PSP),Real-Time application
4210,0.0,0,0,17,0,0,0,339,1.0,1.0,352.2,8219,ASP,Waterfall,Infrastructure Software
4211,0.0,0,0,11,0,0,0,506,1.0,1.0,372.55,11937,SQL,Rapid Application Development (RAD),Real-Time Application
4212,0.0,0,0,5,0,0,0,430,1.0,1.0,382.15,10043,Oracle,Multifunctional Teams,Mathematically-Intensive Application
4213,0.0,0,0,20,0,0,0,395,1.0,1.0,294.25,9582,Oracle,Multifunctional Teams,Infrastructure Software
4214,0.0,0,0,16,0,0,0,459,1.0,1.0,365.15,10967,CSP,Unified Process and its variants,Mathematically-Intensive Application
4215,0.0,0,0,10,0,0,0,395,1.0,1.0,298.55,9351,Visual Basic,Multifunctional Teams,Real-Time Application
4216,0.0,0,0,14,0,0,0,410,1.0,1.0,370.3,9789,DELPHI,Rapid Application Development,Real-Time Application
4217,0.0,0,0,9,0,0,0,385,1.0,1.0,371.35,9097,CSP,Incremental,Real-Time Application
4218,0.0,0,0,8,0,0,0,373,1.0,1.0,293.15,8797,C#,Rapid Application Development (RAD),Real-Time Application
4219,0.0,0,0,17,0,0,0,484,1.0,1.0,312.0,11567,C,Waterfall,Infrastructure Software
4220,0.0,0,0,11,0,0,0,438,1.0,1.0,347.1,10367,C++,Unified Process and its variants,Infrastructure Software
4221,0.0,0,0,20,0,0,0,582,1.0,1.0,290.0,13899,PowerBuilder,Rapid Application Development (RAD),Real-Time Application
4222,0.0,0,0,11,0,0,0,273,1.0,1.0,318.0,6557,Visual Basic,Waterfall,Mathematically-Intensive Application
