ID,AFP,PDR_AFP,PDR_UFP,NPDR_AFP,NPDU_UFP,Effort
5770,395,0,166,0,250,0
5771,493,90,0,271,190,6297
5772,0,44,128,142,108,0
5773,530,190,0,33,227,1729
5774,622,23,52,187,0,2513
5775,1096,126,80,101,349,5554
5776,1620,121,50,176,78,15412
5777,1521,0,250,0,499,2826
5778,0,0,257,249,155,17290
5779,621,0,124,92,104,5616
5780,0,260,171,146,60,2090
5781,341,4,41,5,129,0
5782,1174,39,43,228,77,12177
5783,288,65,54,336,201,5688
5784,661,0,247,268,288,0
5785,450,20,0,13,265,7808
5786,574,77,101,87,185,3911
5787,0,98,178,74,176,0
5788,677,202,157,115,0,12657
5789,0,74,0,0,209,6599
5790,753,178,163,151,0,2158
5791,0,139,333,66,34,0
5792,67,129,0,225,0,2290
5793,122,78,208,46,25,0
5794,1051,269,0,121,78,0
5795,0,23,94,12,116,1974
5796,776,147,77,106,349,0
5797,0,34,162,205,0,108
5798,404,120,89,7,123,0
5799,55,139,360,56,85,0
5800,290,11,197,215,83,3130
5801,0,55,88,179,0,8340
5802,392,156,100,74,0,6776
5803,0,173,356,328,202,458
5804,1327,246,58,0,104,4425
5805,483,0,247,118,236,8515
5806,0,106,228,121,57,7076
5807,0,0,0,125,185,4887
5808,0,298,381,175,88,0
5809,0,211,0,248,161,0
5810,1377,104,41,0,0,1776
5811,667,81,241,0,0,8772
5812,818,0,29,306,49,9845
5813,934,217,35,231,119,10263
5814,834,244,53,0,188,11292
5815,1295,27,71,0,0,5730
5816,2535,116,120,155,25,4471
5817,0,118,15,0,335,4421
5818,1072,66,204,46,63,10118
5819,531,118,75,146,44,5585
5820,1528,127,149,0,170,33
5821,984,28,85,232,0,0
5822,3208,164,234,251,66,1990
5823,1447,360,38,46,259,2334
5824,0,26,353,0,0,0
5825,0,170,59,0,0,0
5826,0,86,54,38,21,5182
5827,446,168,200,193,158,5449
5828,0,138,122,105,0,10335
5829,0,0,0,31,291,0
5830,1732,168,132,55,139,0
5831,0,204,75,38,110,1608
5832,0,20,0,127,223,1277
5833,2560,227,410,290,0,688
5834,0,41,329,241,159,3087
5835,475,53,92,0,0,2196
5836,2448,251,89,57,227,6125
5837,417,0,0,0,179,19667
5838,286,58,110,0,0,8608
5839,1065,0,213,245,0,0
5840,1076,37,196,25,260,0
5841,0,0,0,245,305,0
5842,0,0,142,57,3,1463
5843,0,33,0,84,54,0
5844,1221,87,62,0,348,0
5845,2792,196,65,8,236,9944
5846,1100,274,0,361,17,15466
5847,535,198,6,222,0,4918
5848,0,213,0,414,260,2004
5849,2818,63,106,47,278,0
5850,378,161,0,231,54,0
5851,0,124,3,119,103,0
5852,731,46,153,313,199,5326
5853,860,40,132,182,136,0
5854,0,90,0,155,101,8579
5855,255,172,31,84,287,13962
5856,722,276,109,86,25,8011
5857,0,167,377,0,34,0
5858,1606,137,236,77,0,2865
5859,0,0,130,69,119,5126
5860,1740,9,15,303,0,0
5861,648,0,0,91,0,2547
5862,1063,49,268,160,15,15997
5863,219,0,43,160,93,0
5864,2204,293,79,273,47,12674
5865,807,348,0,95,44,7322
5866,441,57,0,134,216,8850
5867,0,34,0,212,136,3055
5868,621,34,151,0,175,8013
5869,1000,319,163,177,109,8333
5870,0,98,240,147,2,9380
5871,1034,177,300,15,199,5197
5872,1144,0,223,15,99,6702
5873,1662,352,209,335,171,5677
5874,1693,85,38,197,126,7478
5875,1048,24,122,10,53,2856
5876,0,310,0,161,111,1912
5877,0,215,171,165,0,7
5878,1520,206,176,0,230,217
5879,926,109,0,126,111,3843
5880,0,74,67,128,237,7174
5881,1280,32,93,250,232,0
5882,1773,0,94,0,70,1421
5883,216,143,234,240,160,0
5884,1471,36,300,123,139,2666
5885,0,58,0,0,371,4759
5886,1589,342,4,0,346,2010
5887,2285,18,271,8,0,6056
5888,1446,294,284,206,0,6903
5889,3539,0,0,229,62,9764
5890,0,0,146,72,141,0
5891,0,0,0,228,72,3762
5892,0,117,239,318,0,12019
5893,0,317,117,141,210,0
5894,1501,177,0,238,23,6557
5895,986,0,142,129,180,0
5896,1316,134,166,337,45,9697
5897,0,21,170,91,115,0
5898,0,73,157,0,29,9712
5899,1731,90,0,257,64,1652
5900,0,70,0,112,169,1627
5901,1875,91,0,0,86,2266
5902,875,121,0,518,92,2965
5903,1953,214,127,285,190,1629
5904,1384,0,78,185,98,332
5905,1984,158,279,215,0,0
5906,1196,261,0,0,84,0
5907,883,399,27,317,122,0
5908,753,34,131,0,202,0
5909,0,111,404,119,234,5225
5910,0,0,251,203,68,11272
5911,906,110,96,0,247,9892
5912,2515,1,24,299,71,7903
5913,148,38,48,0,0,0
5914,0,45,167,22,0,1952
5915,1003,92,0,157,0,4291
5916,1703,0,197,28,316,0
5917,0,90,133,39,0,1570
5918,1852,254,32,203,352,13579
5919,0,147,348,182,151,9638
5920,9,94,85,118,322,869
5921,0,98,0,31,0,0
5922,1210,192,22,161,180,0
5923,613,320,323,0,128,4399
5924,2455,52,244,76,0,14993
5925,0,24,187,203,359,296
5926,879,142,0,131,430,0
5927,589,170,124,94,247,0
5928,1304,0,183,75,159,18523
5929,0,51,0,74,54,6638
5930,2322,53,123,0,319,5731
5931,0,15,97,306,128,9824
5932,0,41,0,0,0,15257
5933,2160,66,0,94,340,0
5934,1033,134,8,116,370,0
5935,0,44,205,205,86,4252
5936,0,271,8,0,120,0
5937,1338,128,218,0,0,7570
5938,157,222,0,0,10,10543
5939,0,278,122,0,164,11667
5940,0,21,41,0,114,0
5941,0,82,65,149,211,0
5942,0,0,418,178,38,3965
5943,0,33,189,221,28,9475
5944,0,157,0,0,40,9869
5945,0,71,429,0,147,7674
5946,518,181,18,332,177,10529
5947,1600,260,83,172,0,10276
5948,950,59,161,64,325,0
5949,1348,57,24,78,86,6854
5950,3113,345,134,98,0,419
5951,3208,285,218,311,197,7719
5952,2838,0,239,0,133,1478
5953,1175,131,25,130,185,6820
5954,0,255,243,144,350,0
5955,317,0,103,0,0,13494
5956,346,0,204,59,167,6404
5957,0,62,189,78,309,13422
5958,1057,34,0,0,110,4721
5959,3049,183,199,402,31,0
5960,864,298,94,20,152,0
5961,1619,0,16,137,130,2368
5962,0,288,0,174,13,2057
5963,1242,0,0,126,338,0
5964,1286,118,101,321,35,5597
5965,0,0,128,195,262,15488
5966,0,94,247,79,0,7204
5967,2324,103,369,327,0,3681
5968,6,229,20,105,153,7725
5969,9,132,3,150,373,7877
5970,17,272,0,29,185,0
5971,1216,0,157,343,227,7010
5972,0,128,0,0,135,2382
5973,0,352,27,331,180,10426
5974,123,62,64,191,424,0
5975,0,199,0,90,169,0
5976,994,79,0,108,49,1422
5977,1725,59,191,28,216,0
5978,458,124,128,0,123,0
5979,1237,51,0,463,137,14354
5980,0,0,0,31,215,0
5981,1023,285,0,236,91,9981
5982,2072,0,147,166,158,583
5983,53,351,151,0,251,153
5984,0,57,357,0,0,0
5985,0,0,131,233,103,2948
5986,500,97,109,108,342,4220
5987,2253,0,171,0,73,427
5988,1677,166,217,269,59,8689
5989,0,123,254,0,246,890
5990,277,266,282,149,308,2123
5991,951,0,162,75,42,7840
5992,446,0,285,152,213,0
5993,0,145,213,0,151,0
5994,567,122,0,350,69,11863
5995,2048,176,96,75,29,0
5996,0,83,161,0,223,5020
5997,2144,0,185,56,0,0
5998,2461,271,296,258,0,6956
5999,2025,209,61,244,417,5741
6000,0,358,308,63,238,9256
6001,2261,163,73,298,17,15380
6002,1896,191,203,231,227,10831
6003,1606,364,163,171,0,10751
6004,3219,185,2,239,0,9044
6005,786,313,0,233,331,0
6006,0,208,305,85,164,16543
6007,942,34,143,102,70,7910
6008,738,80,0,206,39,8798
6009,871,157,68,0,146,7227
6010,0,25,16,370,0,0
6011,638,213,266,0,42,7819
6012,680,397,277,185,48,0
6013,287,119,0,296,83,9240
6014,0,58,163,0,0,13176
6015,2548,284,226,37,46,2094
6016,1731,101,148,265,0,7151
6017,870,73,258,125,19,2427
6018,0,32,236,194,0,10221
6019,0,42,143,0,270,10241
6020,1610,319,235,179,125,5283
6021,1234,434,293,0,140,8347
6022,0,80,105,0,114,3031
6023,94,79,185,108,320,12621
6024,0,0,31,102,260,3108
6025,14,145,96,165,4,8279
6026,284,142,0,0,226,887
6027,1291,57,204,272,76,0
6028,1722,182,138,157,133,0
6029,1601,127,0,310,0,10858
6030,893,0,172,0,215,5027
6031,2028,165,30,36,0,7398
6032,0,226,0,270,76,23117
6033,0,0,227,240,318,2331
6034,644,271,3,257,0,0
6035,0,0,356,306,100,8152
6036,0,46,0,321,144,1594
6037,0,267,239,283,434,636
6038,797,193,0,0,186,0
6039,1416,0,0,127,248,0
6040,0,71,343,97,84,4555
6041,50,224,0,168,131,7086
6042,1054,38,120,29,437,6839
6043,0,270,0,256,152,4463
6044,334,103,17,229,207,7219
6045,0,0,296,145,185,0
6046,982,243,145,59,0,0
6047,0,58,14,243,120,0
6048,221,56,38,95,0,0
6049,0,0,97,153,0,0
6050,2284,296,215,123,255,2167
6051,91,218,198,0,188,240
6052,0,0,23,244,233,8033
6053,1573,280,89,282,142,2360
6054,0,170,22,112,75,736
6055,791,254,0,170,347,6300
6056,654,48,233,226,394,4273
6057,2766,37,100,272,38,0
6058,0,0,116,306,290,4471
6059,471,191,12,90,143,0
6060,1151,173,325,181,181,0
6061,895,290,0,26,152,0
6062,2269,150,128,131,0,3099
6063,1422,98,217,243,0,6426
6064,1088,20,90,7,0,5998
6065,0,0,187,45,216,6735
6066,81,119,180,64,0,2513
6067,0,65,93,109,391,0
6068,103,93,46,60,5,15442
6069,737,72,230,52,202,335
6070,0,23,19,123,299,5704
6071,1036,164,269,2,150,0
6072,1144,115,113,0,360,13879
6073,348,114,92,213,220,7992
6074,0,201,6,0,269,0
6075,378,270,122,0,422,3059
6076,0,90,285,197,170,0
6077,878,0,20,0,0,1552
6078,459,183,65,17,335,9680
6079,0,232,113,129,305,7557
6080,0,0,39,125,215,7120
6081,632,264,25,178,82,860
6082,909,235,175,136,0,8656
6083,304,217,155,314,0,13758
6084,1223,132,208,203,166,0
6085,1512,50,196,120,49,0
6086,691,0,0,103,239,13901
6087,516,0,255,258,126,3941
6088,0,100,48,0,0,12372
6089,595,0,0,147,0,0
6090,671,104,218,214,324,0
6091,2101,68,31,84,0,4523
6092,823,0,300,0,67,8204
6093,204,283,63,94,251,14753
6094,1506,197,115,320,8,4012
6095,1315,141,0,54,22,0
6096,66,143,244,0,182,0
6097,520,142,0,284,139,13562
6098,0,0,161,89,186,15633
6099,920,230,156,0,168,10026
6100,0,66,296,13,216,9142
6101,2464,105,91,35,152,2409
6102,0,222,56,101,348,14311
6103,553,133,146,259,158,1334
6104,1315,48,116,0,0,0
6105,743,90,176,215,391,516
6106,1642,186,265,388,48,5223
6107,628,377,206,74,154,11396
6108,0,167,116,27,5,14582
6109,0,52,289,0,204,184
6110,1092,125,0,14,174,3330
6111,646,0,0,252,87,9468
6112,1241,186,280,58,8,12250
6113,0,227,121,0,121,5948
6114,1290,168,29,86,291,10097
6115,0,249,202,8,109,10283
6116,0,78,306,99,57,7959
6117,1878,172,93,0,311,7604
6118,0,277,273,20,144,0
6119,0,116,140,10,33,9432
6120,1238,179,0,141,210,7976
6121,0,37,113,0,116,4131
6122,1783,160,131,0,264,11523
6123,187,152,47,430,183,0
6124,201,133,77,145,204,606
6125,536,87,318,0,0,4928
6126,2480,180,491,0,208,195
6127,1949,91,0,0,127,0
6128,1836,216,19,119,202,13248
6129,888,110,96,6,54,4421
6130,42,204,62,214,53,0
6131,466,123,137,88,191,0
6132,195,178,303,221,172,16083
6133,1794,19,0,176,539,8804
6134,1601,0,0,434,78,0
6135,291,154,18,82,132,0
6136,0,0,136,289,164,8891
6137,961,118,63,209,37,0
6138,219,179,199,190,444,1853
6139,0,162,76,167,212,8181
6140,451,0,56,271,159,1321
6141,0,0,44,243,396,0
6142,675,0,44,90,0,0
6143,0,59,261,305,320,1520
6144,2583,0,314,242,204,5674
6145,707,153,55,26,101,5533
6146,92,21,127,77,152,9817
6147,1040,268,34,127,106,8960
6148,2096,134,92,104,180,8077
6149,1903,261,0,155,261,11751
6150,0,15,179,300,0,8051
6151,0,243,183,190,1,0
6152,0,200,408,0,139,953
6153,0,113,14,212,0,5578
6154,0,147,28,150,93,0
6155,0,79,410,172,79,5767
6156,580,0,331,91,104,0
6157,1311,272,128,0,350,6496
6158,1538,263,189,0,339,0
6159,1891,124,210,0,10,8069
6160,0,187,0,211,157,0
6161,1230,176,91,152,304,1050
6162,0,261,64,0,0,0
6163,0,282,136,103,158,2031
6164,729,191,65,145,0,13034
6165,1207,213,187,103,165,6388
6166,1657,324,408,0,260,2857
6167,2051,112,246,260,118,4503
6168,0,0,126,116,105,2527
6169,1960,178,100,273,29,1630
6170,169,0,162,0,0,190
6171,1948,30,0,61,133,0
6172,776,121,0,215,65,6880
6173,1039,0,0,42,352,0
6174,1049,125,201,214,123,0
6175,1905,164,0,158,0,0
6176,0,174,0,146,103,1409
6177,330,54,128,0,272,0
6178,1827,0,4,211,98,0
6179,636,128,315,111,122,2081
6180,597,150,8,0,87,11988
6181,0,95,0,345,338,5687
6182,768,0,0,71,84,4243
6183,0,229,314,227,53,7268
6184,2532,44,27,0,251,0
6185,1414,43,317,87,276,1562
6186,0,25,118,119,0,12729
6187,0,0,63,100,28,11569
6188,231,317,0,0,114,19970
6189,2040,92,241,69,50,3064
6190,424,214,147,271,351,5770
6191,526,17,153,63,152,13166
6192,575,217,353,0,96,0
6193,1158,0,197,207,94,0
6194,0,174,202,51,122,7617
6195,999,240,284,0,245,7630
6196,0,0,140,274,112,2446
6197,1503,0,413,0,85,0
6198,1717,0,61,0,226,1077
6199,651,135,98,328,130,1167
6200,0,0,0,66,0,7418
6201,1046,101,179,34,58,1845
6202,0,278,179,439,171,4710
6203,547,159,251,104,340,10705
6204,647,17,0,112,27,10521
6205,746,227,145,25,172,4835
6206,1821,104,2,82,0,19730
6207,1165,154,115,205,228,0
6208,218,258,186,178,0,1243
6209,0,123,204,30,220,2182
6210,625,0,127,253,540,0
6211,796,0,60,0,224,0
6212,0,153,157,0,56,511
6213,80,140,0,126,33,0
6214,0,161,0,66,27,7533
6215,1849,0,0,0,162,984
6216,1236,131,156,166,11,6268
6217,822,197,307,0,0,22825
6218,0,0,88,164,119,9749
6219,0,0,197,1,220,0
6220,0,124,0,42,128,14132
6221,0,98,135,24,0,9461
6222,1486,0,210,45,294,0
6223,0,21,173,114,0,635
6224,837,129,203,318,68,0
6225,0,130,382,9,104,0
6226,1179,83,0,55,386,970
6227,0,25,322,80,64,0
6228,1721,158,159,13,136,4398
6229,1363,278,273,79,139,4601
6230,679,33,130,263,0,7970
6231,1790,0,0,0,146,0
6232,1057,0,201,217,0,6412
6233,1207,293,0,84,132,7743
6234,29,50,220,0,103,19332
6235,1530,20,328,0,0,121
6236,1160,98,4,49,110,11383
6237,0,0,166,226,304,1666
6238,1680,54,8,161,188,0
6239,1322,2,145,177,170,1835
6240,0,55,39,142,165,129
6241,836,0,0,205,215,5981
6242,0,156,38,169,229,0
6243,402,263,187,50,256,7840
6244,1626,29,280,141,332,8048
6245,0,132,14,288,64,6391
6246,1111,174,100,142,302,21463
6247,921,67,121,261,248,19379
6248,0,0,163,373,92,7824
6249,382,0,315,0,64,9575
6250,0,0,234,32,129,0
6251,1700,0,303,0,203,12670
6252,2031,187,184,251,184,5015
6253,0,97,315,134,0,14469
6254,740,227,326,253,176,13233
6255,0,3,205,0,241,6584
6256,785,143,0,0,287,0
6257,1829,385,181,208,93,3166
6258,0,156,254,119,177,401
6259,0,187,227,50,131,10638
6260,0,0,0,100,220,10714
6261,1504,261,302,80,0,10715
6262,215,186,106,194,215,9650
6263,1801,95,54,0,0,176
6264,186,179,28,97,62,0
6265,1444,273,112,0,0,0
6266,1263,26,105,208,158,2995
6267,728,400,136,252,369,0
6268,1135,0,77,79,216,5159
6269,860,136,121,0,144,9344
6270,92,163,345,347,147,0
6271,1026,83,101,301,378,7622
6272,585,83,0,172,107,4070
6273,1758,107,306,192,0,4901
6274,2192,31,102,343,163,6745
6275,0,237,436,345,9,0
6276,235,109,186,29,100,17344
6277,2628,0,63,212,50,1371
6278,0,211,0,0,240,0
6279,2188,207,29,0,93,7600
6280,676,0,283,172,84,15151
6281,96,96,44,172,92,3012
6282,370,323,165,246,0,5647
6283,1527,103,68,408,119,0
6284,467,23,35,0,15,276
6285,277,165,96,62,157,6589
6286,617,87,0,115,89,0
6287,1766,194,484,0,58,3498
6288,51,20,3,182,212,15140
6289,0,126,0,48,158,7940
6290,0,157,257,0,130,9088
6291,1089,0,0,187,221,12399
6292,912,126,216,0,0,0
6293,3383,39,182,0,62,0
6294,0,273,0,68,321,0
6295,0,210,0,110,183,0
6296,0,33,35,215,0,10131
6297,900,0,45,339,0,6322
6298,738,248,34,149,409,3292
6299,906,123,188,243,207,12747
6300,110,93,35,174,397,1197
6301,2144,66,180,303,78,10831
6302,1348,114,170,18,0,14483
6303,746,202,0,43,0,2583
6304,1154,0,169,300,211,5232
6305,853,86,199,353,319,0
6306,0,160,166,0,55,0
6307,0,154,123,333,19,4108
6308,1640,0,94,153,166,0
6309,973,65,64,0,121,7559
6310,804,274,187,178,0,12024
6311,1084,116,14,273,9,4301
6312,460,102,127,0,215,5829
6313,649,66,265,0,207,2008
6314,0,76,39,152,360,0
6315,0,0,203,53,316,3203
6316,250,230,72,400,102,0
6317,1202,138,77,250,341,11768
6318,0,165,0,30,221,12535
6319,2255,65,251,30,111,10386
6320,538,0,341,163,383,2744
6321,1867,227,0,162,92,14089
6322,1107,0,0,154,204,18020
6323,1511,218,216,15,9,4031
6324,1696,285,0,190,127,9962
6325,845,212,0,51,28,0
6326,0,0,205,244,285,11053
6327,1302,0,139,10,157,0
6328,506,8,49,44,194,2172
6329,0,186,324,98,126,6016
6330,533,47,111,82,248,5975
6331,0,174,108,115,238,9114
6332,1576,60,32,0,210,0
6333,89,0,97,227,95,0
6334,0,208,0,0,218,3051
6335,0,298,107,273,30,12450
6336,497,182,228,72,0,0
6337,1080,185,69,142,97,6702
6338,681,0,43,231,159,7056
6339,2451,245,183,0,110,0
6340,2202,0,0,0,170,0
6341,0,113,30,266,237,845
6342,969,4,51,0,399,9996
6343,0,30,206,249,277,1887
6344,1397,177,70,223,5,0
6345,0,174,117,238,123,2658
6346,1468,178,144,59,324,19610
6347,2151,222,344,215,286,3837
6348,0,170,185,172,448,15059
6349,0,0,0,15,218,0
6350,746,17,64,40,212,9613
6351,0,248,156,198,29,0
6352,1294,239,248,193,0,10852
6353,0,69,266,33,179,0
6354,250,0,23,36,435,8099
6355,428,10,255,0,44,9928
6356,40,214,109,4,310,13403
6357,730,33,151,192,93,61
6358,0,74,92,127,170,7487
6359,459,185,53,98,0,9830
6360,1701,0,0,179,236,3352
6361,0,325,0,186,279,2517
6362,66,192,27,0,17,5986
6363,2351,15,125,244,11,16715
6364,510,28,174,17,0,922
6365,1622,0,0,0,106,9245
6366,2214,212,118,243,41,0
6367,593,425,27,146,186,7261
6368,18,0,0,228,54,0
6369,857,106,82,106,33,0
6370,1350,55,0,147,270,6425
6371,2809,0,15,0,73,2308
6372,1557,341,145,416,265,12577
6373,40,384,17,215,391,12598
6374,1928,111,0,68,13,2003
6375,1232,158,98,108,275,11563
6376,1604,15,27,0,208,7627
6377,700,54,176,179,246,0
6378,978,159,72,299,204,11749
6379,0,0,116,43,128,0
6380,837,0,0,310,87,0
6381,1111,0,128,149,36,0
6382,881,103,0,303,345,4937
6383,0,125,0,22,39,12091
6384,1669,160,187,279,152,9309
6385,711,343,301,371,328,0
6386,960,126,288,37,278,0
6387,0,108,0,16,25,2072
6388,846,0,250,304,124,14103
6389,0,67,140,141,111,0
6390,0,110,127,196,42,3667
6391,145,0,13,4,0,2344
6392,391,181,0,180,110,2253
6393,578,0,144,99,83,0
6394,0,169,128,150,0,0
6395,944,464,8,185,78,5542
6396,0,231,2,0,373,4480
6397,659,110,206,153,368,8366
6398,592,80,0,44,69,11834
6399,0,288,81,286,384,0
6400,387,182,0,53,296,0
6401,1453,0,10,227,107,1212
6402,845,249,0,110,2,0
6403,346,191,25,81,145,4680
6404,2635,278,0,0,0,12780
6405,0,0,34,186,128,1953
6406,0,42,159,325,100,0
6407,0,155,177,228,184,8817
6408,0,282,0,265,0,3222
6409,1398,0,0,164,0,10963
6410,2811,0,131,69,0,0
6411,0,63,262,209,0,8350
6412,0,210,348,183,122,0
6413,496,252,187,185,210,9058
6414,0,0,72,18,164,15438
6415,1500,85,69,128,0,872
6416,1410,0,79,100,7,10186
6417,0,129,52,0,196,5313
6418,2617,0,104,230,282,13163
6419,0,71,33,251,35,6280
6420,0,11,0,8,305,0
6421,2734,0,0,0,0,0
6422,254,149,211,0,392,15856
6423,0,150,68,159,116,0
6424,1146,30,132,192,258,12423
6425,166,45,61,93,337,433
6426,758,164,172,215,122,7062
6427,975,0,193,62,114,3193
6428,149,0,94,244,0,5430
6429,478,190,89,354,0,610
6430,979,63,128,228,0,0
6431,1841,256,0,249,0,13357
6432,0,253,160,353,74,8062
6433,0,233,0,126,91,7317
6434,384,0,42,72,335,0
6435,0,20,1,337,46,2413
6436,1203,0,236,61,85,7665
6437,1264,195,265,131,0,7117
6438,141,0,252,179,88,0
6439,392,91,7,130,189,7367
6440,682,8,8,218,128,13836
6441,585,161,0,68,336,5531
6442,159,284,89,0,262,1888
6443,1819,220,119,0,287,5406
6444,703,45,66,0,208,5995
6445,0,0,94,156,0,9024
6446,2122,0,84,130,57,3743
6447,369,302,237,338,113,405
6448,170,254,142,249,0,0
6449,1896,0,119,200,145,963
6450,1473,353,177,156,338,7370
6451,0,308,21,109,218,4868
6452,0,0,67,347,246,2216
6453,0,59,177,198,0,14102
6454,771,313,133,99,232,6130
6455,1017,209,192,175,60,0
6456,564,192,0,179,0,4013
6457,962,26,97,74,0,0
6458,2352,0,0,0,159,15636
6459,0,135,311,351,539,0
6460,1746,49,0,40,99,2458
6461,0,0,367,277,109,3136
6462,450,205,112,274,12,7683
6463,855,244,174,75,0,8537
6464,168,0,229,187,6,3646
6465,0,0,72,70,291,4334
6466,0,104,165,45,203,0
6467,371,154,116,72,24,0
6468,749,192,0,0,289,6694
6469,0,35,0,230,71,422
6470,996,7,61,131,101,12767
6471,577,233,135,275,84,2959
6472,1874,0,220,0,76,1613
6473,251,0,3,67,129,8600
6474,0,79,46,93,86,3125
6475,1210,163,201,131,32,11636
6476,2916,235,73,67,171,273
6477,0,24,0,184,109,2687
6478,0,458,190,281,68,8796
6479,0,237,181,7,227,9216
6480,0,232,222,215,199,0
6481,200,0,54,206,0,556
6482,1228,257,0,234,301,3972
6483,2197,41,0,176,338,0
6484,938,130,95,200,132,2312
6485,1812,216,4,172,69,2710
6486,1433,38,0,0,393,1043
6487,1341,21,173,0,0,0
6488,901,81,169,0,101,7341
6489,0,145,357,125,273,0
6490,1887,88,174,244,167,16117
6491,0,68,128,250,76,3709
6492,806,195,121,20,77,0
6493,516,177,52,259,5,6116
6494,1697,202,245,66,124,11161
6495,555,120,57,96,0,11272
6496,629,332,0,285,117,0
6497,1751,280,26,178,84,0
6498,646,124,84,160,185,6703
6499,464,0,71,24,67,0
6500,943,209,98,108,272,7961
6501,1741,226,112,257,159,13295
6502,1833,137,91,119,0,0
6503,0,154,32,0,0,428
6504,183,221,131,363,325,0
6505,1174,176,68,40,295,0
6506,857,0,180,16,98,0
6507,756,82,0,74,285,9514
6508,300,137,79,49,66,9533
6509,0,122,124,115,0,5722
6510,85,39,218,0,184,8692
6511,1150,62,224,153,0,6659
6512,2134,287,284,326,202,9229
6513,0,141,131,323,180,6963
6514,0,141,0,43,418,7447
6515,954,201,83,81,42,3874
6516,179,0,112,53,415,0
6517,0,13,36,101,0,0
6518,1037,264,125,0,49,0
6519,0,134,238,0,163,5914
6520,1710,340,183,94,136,7767
6521,368,82,70,0,262,0
6522,0,183,167,112,195,11017
6523,0,90,220,0,0,22936
6524,2160,0,357,196,195,0
6525,1212,136,224,312,143,10577
6526,541,54,17,8,115,14930
6527,0,1,173,0,80,0
6528,752,39,9,274,147,0
6529,580,232,84,221,300,19844
6530,0,0,54,147,233,11363
6531,798,147,88,195,0,16007
6532,0,265,0,179,196,6631
6533,2468,42,0,379,0,0
6534,813,43,240,0,21,5837
6535,1076,217,94,201,30,8763
6536,1892,267,56,0,114,6278
6537,0,214,265,154,91,15633
6538,0,83,220,130,240,14010
6539,0,206,168,182,162,3234
6540,0,224,46,0,220,8446
6541,1132,219,411,59,163,3320
6542,0,0,480,0,3,13335
6543,0,425,18,0,16,2574
6544,1033,348,171,101,444,0
6545,0,185,287,0,299,0
6546,0,0,97,145,301,14920
6547,16,0,31,332,27,0
6548,1373,262,308,48,379,0
6549,1148,0,117,400,93,12459
6550,60,152,71,207,220,0
6551,0,138,344,0,61,13575
6552,0,120,149,0,67,4618
6553,1118,0,0,63,301,0
6554,0,198,249,0,11,0
6555,1039,23,193,407,145,2825
6556,1207,10,0,0,72,0
6557,240,53,47,183,199,0
6558,0,0,275,54,0,13378
6559,94,403,113,0,203,0
6560,124,111,121,105,91,0
6561,1152,225,137,294,253,6600
6562,0,32,288,184,120,0
6563,350,290,339,0,178,0
6564,339,164,245,226,298,7214
6565,95,198,6,36,194,0
6566,576,115,0,78,163,6411
6567,644,241,36,121,99,0
6568,944,178,184,0,79,8618
6569,2330,173,132,210,176,7390
6570,0,105,1,0,0,4980
6571,158,105,352,136,0,0
6572,503,354,59,341,64,0
6573,1449,139,113,252,303,7265
6574,1827,315,0,35,0,7064
6575,1861,305,0,21,64,0
6576,1644,306,267,14,161,7160
6577,0,0,0,0,363,700
6578,1576,0,173,0,247,7770
6579,364,379,78,5,0,1070
6580,480,60,0,56,0,0
6581,0,0,110,102,65,1423
6582,51,0,41,130,234,19930
6583,147,141,480,198,302,0
6584,0,0,56,418,16,1360
6585,0,0,81,90,31,3327
6586,2063,0,149,114,19,9525
6587,0,129,142,181,56,29
6588,1013,149,0,73,129,11058
6589,0,108,254,78,0,161
6590,1695,0,84,85,46,4810
6591,205,0,0,0,214,0
6592,1117,129,55,70,192,14633
6593,987,0,29,215,0,0
6594,2012,155,62,155,15,0
6595,1579,126,177,260,129,0
6596,451,52,0,102,0,2378
6597,432,120,23,298,134,2676
6598,0,191,33,86,171,11262
6599,412,180,74,313,271,10437
6600,0,54,129,0,222,0
6601,1091,0,186,10,95,219
6602,1261,169,249,73,149,0
6603,0,312,164,153,0,3639
6604,0,94,96,0,202,2399
6605,0,44,99,27,339,0
6606,558,44,94,3,470,0
6607,0,134,183,309,161,4047
6608,0,0,94,216,630,2316
6609,593,125,244,72,237,14808
6610,461,137,128,72,0,11506
6611,337,37,323,193,86,7119
6612,373,61,157,13,217,0
